ordered_tests,TestInSeq,TotalAcc,f_bacc,i_bacc,a_bacc
kfncpra,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfncpar,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfncrpa,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfncrap,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfncapr,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfncarp,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnpcra,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnpcar,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnprca,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnprac,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnpacr,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnparc,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnrcpa,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnrcap,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnrpca,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnrpac,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnracp,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnrapc,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnacpr,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnacrp,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnapcr,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnaprc,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnarcp,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfnarpc,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
kfcnpra,1,0.7241379310344828,0.7188679245283018,0.77431906614786,0.8333333333333333
