ordered_tests,TestInSeq,TotalAcc,f_bacc,i_bacc,a_bacc
kfncpra,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfncpar,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfncrpa,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfncrap,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfncapr,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfncarp,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnpcra,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnpcar,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnprca,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnprac,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnpacr,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnparc,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnrcpa,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnrcap,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnrpca,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnrpac,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnracp,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnrapc,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnacpr,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnacrp,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnapcr,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnaprc,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnarcp,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfnarpc,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfcnpra,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfcnpar,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfcnrpa,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfcnrap,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfcnapr,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfcnarp,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfcpnra,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
kfcpnar,1,0.6792452830188679,0.6351351351351351,0.7355555555555555,0.7847682119205298
